@relation Tweets

@attribute Class {negative,positive}
@attribute Text STRING

@data
negative,'is_VBZ nokia_DT chief_NN executive_NN a_DT microsoft_JJ mole_NN URL_IN stephen_RB elop_JJ accused_VBN of_IN destroying_VBG nokia_NN so_IN microsoft_JJ can_MD buy_VB it_PRP cheap_JJ'
negative,'machine_NN gun_NN kelly_NN concert_NN on_IN the_DT 30th_NNP me_PRP USER_NNP bout_IN 2_CD shut_NN this_DT bitch_NN down_IN'
negative,'USER_NNP why_WRB do_VBP i_PRP have_VB to_TO have_VB apps_NNS i_RB am_VBP updating_VBG in_IN their_PRP$ original_JJ \'folder_, \'_\'\' location_NN that_WDT was_VBD painful_JJ'
positive,'USER_NNP downloads_VBZ of_IN ios_NNS 5_CD are_VBP proving_VBG popular_JJ with_IN users_NNS URL_.'
positive,'android_CC 4_CD 0_CD ice_NN cream_NN sandwich_NN will_MD now_RB make_VB all_DT other_JJ smartphone_JJ operating_NN systems_NNS look_VBP outdated_JJ androidbeam_NN wowww_NN google_NN'
positive,'pray_NN for_IN mohamed_JJ morsi_NN the_DT new_JJ president_NN of_IN egypt_NN that_IN he_PRP may_MD continue_VB to_TO be_VB a_DT leader_NN for_IN freedom_NN and_CC peace_NN URL_.'
negative,'rt_NN USER_NNP twitter_VBD uh_UH show_VB me_PRP my_PRP$ retweets_NNS or_CC ill_RB go_VB back_RB to_TO facebook_VB k_NN k_NN'
negative,'why_WRB google_NN has_VBZ uphill_JJ battle_NN vs_IN facebook_NN sean_NN parker_NN URL_NNP google_NN'
negative,'USER_NNP USER_NNP 1_CD USER_NNP delp_NN ham_NN jenelle_NN lies_VBZ 1st_IN she_PRP said_VBD she_PRP was_VBD alone_RB the_DT hosp_NN now_RB she_PRP \'s_VBZ saying_VBG how_WRB weird_JJ it_PRP was_VBD for_IN keiffer_NN \'s_POS'
positive,'northern_JJ lights_NNS sale_NN tomorrow_NN following_VBG the_DT wexham_NN cup_NN bull_NN sale_NN sale_NN of_IN elite_JJ female_JJ holstein_NN jerseys_NNS a_DT real_JJ treat_NN of_IN a_DT sale_NN no_DT trick_NN'
positive,'7_CD 15pm_JJ tomorrow_NN night_NN i_PRP have_VBP a_DT date_NN with_IN denzel_NN flight_NN i_NN ca_MD n\'t_RB wait_VB'
negative,'seriously_RB i_PRP have_VBP absolutely_RB no_DT offing_NN clue_NN what_WP USER_NN means_VBZ by_IN authorization_NN nor_CC how_WRB to_TO do_VB it_PRP'
negative,'USER_NNP can_MD you_PRP look_VB at_IN problem_NN on_IN ipad_NN where_WRB it_PRP wo_MD n\'t_RB open_VB USER_IN it_PRP just_RB crashes_VBZ the_DT app_NN you_PRP too_RB USER_NNP maybe_RB your_PRP$ fault_NN'
positive,'USER_NNP 10_CD rumour_NN has_VBZ it_PRP that_DT \'s_VBZ true_JJ what_WP we_PRP doing_VBG this_DT weekend_NN'
negative,'bummer_VBG my_PRP$ USER_NNP ipad_NN fantasy_NN football_NN app_NN keeps_VBZ crashing_VBG not_RB sure_JJ if_IN it_PRP \'s_VBZ the_DT app_NN or_CC the_DT new_JJ USER_NNP ios_NNS 5_CD only_RB two_CD apps_NNS running_VBG'
negative,'USER_NNP USER_NNP epicfail_NN'
positive,'4_CD millions_NNS in_IN a_DT weekend_NN 16_CD iphone4s_NNS per_IN second_NN this_DT is_VBZ madness_VBG no_RB this_DT is_VBZ USER_NNP'
positive,'omg_NN i_PRP \'ve_VBP got_VBD a_DT fucking_JJ chocolate_NN victoria_NN sponge_NN in_IN the_DT fridge_NN oh_UH mama_NN oh_UH daddy_, let_VB \'s_PRP all_DT play_NN kabaddi_FW'
positive,'happy_JJ 20th_JJ mr_NN president_NN nick_NN j_RB forever_RB off_IN the_DT chain_NN'
negative,'microsoft_NN \'s_POS steveballmer_NN attacks_NNS android_CC phones_NNS well_RB windows7mobile_JJ is_VBZ gay_JJ you_PRP metro_NN URL_NNP via_IN USER_NNP'
positive,'love_NN ios5_IN easter_JJ eggs_NNS pull_VB down_RP from_IN middle_JJ top_NN to_TO bottom_NN and_CC see_VB what_WP pulls_VBZ down_RP awesome_JJ little_JJ feature_NN ios5_IN USER_NNP'
positive,'你好_NNS currently_RB learning_VBG mandarin_NN for_IN my_PRP$ upcoming_JJ trip_NN to_TO hong_JJ kong_JJ i_NN gotta_VBN hand_NN it_PRP to_TO USER_NNP iphones_NNS their_PRP$ uber_NN useful_JJ flashcard_NN apps_NNS'
negative,'USER_NN you_PRP do_VBP realise_VB that_IN in_IN like_IN 50_CD years_NNS us_PRP barbz_NN will_MD be_VB sat_VBN in_IN a_DT nursing_NN home_NN still_RB wanting_VBG the_DT rim_NN video_NN'
negative,'capello_NN bemoans_VBZ language_NN barrier_NN in_IN russia_NNP russia_NNP coach_NN fabio_NN capello_NN spoke_VBD monday_NN of_IN his_PRP$ frustration_NN at_IN the_DT la_NNP URL_NNP'
negative,'just_RB noticed_VBD that_IN the_DT music_NN for_IN bittersweet_JJ symphony_NN is_VBZ credited_VBN to_TO mick_VB jagger_NN and_CC keith_NN richards_NNS find_VBP out_RP why_WRB and_CC you_PRP may_MD dislike_VB them_PRP'
negative,'kinda_RB just_RB want_VB to_TO stay_VB home_NN and_CC cry_VB all_DT day_NN tomorrow_NN'
negative,'i_PRP update_VB to_TO ios_NNS 5_CD and_CC lose_VB everything_NN on_IN my_PRP$ phone_NN and_CC it_PRP wont_VBD let_VB me_PRP sign_VB into_IN my_PRP$ itunes_NNS account_VBP thanks_NNS USER_IN'
positive,'awesome_JJ service_NN from_IN the_DT USER_NNP store_NN in_IN pc_NN thanks_NNS chris_.'
positive,'watching_VBG the_DT grey_NN with_IN liam_NN neeson_NN one_CD of_IN my_PRP$ twitter_NN friends_NNS recommend_VBP and_CC it_PRP \'s_VBZ really_RB good_JJ thanks_NNS for_IN tuesday_DT night_NN \'s_POS entertainment_NN'
negative,'men_NNS tomorrow_NN you_PRP will_MD have_VB one_CD of_IN your_PRP$ hardest_JJS patrols_NNS cif_IN turn_NN in_IN lets_VBZ hope_NN i_NN have_VBP everything_NN'
negative,'does_VBZ everyone_NN not_RB realize_VB the_DT voice_NN is_VBZ rigged_JJ ie_NN cassadee_NN pope_NN sang_VBD in_IN the_DT signed_JJ band_NN hey_NN monday_NN or_CC dia_NN was_VBD half_DT of_IN meg_NN dia_NNS'
positive,'february_JJ 13th_JJ the_DT day_NN before_IN and_CC best_JJS buddy_NN to_TO valentines_NNS day_NN desperation_NN day_NN'
negative,'the_DT fact_NN that_IN microsoft_JJ are_VBP using_VBG a_DT qrcode_JJ alongside_IN one_CD of_IN their_PRP$ colour_NN code_NN shows_VBZ the_DT format_NN is_VBZ failing_VBG opinions_NNS URL_.'
positive,'USER_NNP USER_NNP thanks_NNS'
positive,'capello_NN says_VBZ time_NN for_IN russia_NN to_TO win_VB big_JJ match_NN russia_NN manager_NN fabio_NN capello_NN on_IN thursday_NN said_VBD that_IN he_PRP intended_VBD to_TO URL_NNP'
negative,'january_NN jones_NNS in_IN jason_NN wu_NNS usually_RB i_VBP adore_VB january_NN \'s_POS red_JJ carpet_NN looks_VBZ but_CC this_DT is_VBZ n\'t_RB for_IN me_PRP nude_JJ with_IN black_JJ mesh_NN meh_NN pic_NN twitter_NN com_NN mv5nl3h3_.'
positive,'shout_NN out_IN to_TO my_PRP$ boy_NN USER_NNP who_WP fights_VBZ tomorrow_NN night_NN on_IN the_DT las_NNS vegas_NN rfa_NN card_NN he_PRP \'s_VBZ put_VBN in_IN the_DT work_NN so_RB i_RB do_VBP n\'t_RB need_VB to_TO wish_VB him_PRP luck_NN'
negative,'raiders_NNS defense_NN is_VBZ coming_VBG together_RB the_DT pressure_NN is_VBZ on_IN the_DT offense_NN need_NN another_DT running_VBG back_RB asap_IN'
negative,'dear_JJ google_NN samsung_NN learn_VBP some_DT presentation_NN 101_CD first_JJ please_VBP'
negative,'they_PRP better_RB take_VBP joe_NN pa_NN to_TO the_DT pet_NN semetary_NN they_PRP may_MD never_RB win_VB agdin_NN'
positive,'USER_IN you_PRP should_MD attend_VB USER_JJR champs_NNS this_DT fri_NN sat_VBD sun_NN top_VB 12_CD roller_NN derby_NN teams_NNS in_IN the_DT world_NN we_PRP play_VBP indianapolis_IN 8pm_JJ friday_NN'
positive,'nikon_NN contest_NN outlaws_NNS film_NN images_NNS for_IN first_JJ time_NN update_NN monday_NN URL_IN the_DT rules_NNS for_IN the_DT nikon_JJ photo_NN contest_NN'
positive,'lucky_JJ shops_NNS are_VBP coming_VBG to_TO nyc_VB the_DT sale_NN of_IN the_DT season_NN hosted_JJ by_IN lucky_JJ magazine_NN with_IN grammy_JJ winner_NN jennifer_NN hudson_NN starts_VBZ november_RB 1_CD'
positive,'watchin_VB step_VB up_RP 3_CD the_DT 1st_JJ one_CD is_VBZ the_DT best_JJS with_IN channing_NN tatum_NN as_IN the_DT main_JJ guy_NN'
negative,'how_WRB apple_NN eclipsed_VBD microsoft_JJ URL_.'
negative,'yet_RB more_JJR proof_NN the_DT psni_NNS are_VBP a_DT pack_NN of_IN republican_JJ lapdogs_NNS disgraceful_JJ harassment_NN of_IN USER_NNP URL_.'
negative,'the_DT world_NN bank_NN cut_VBD its_PRP$ economic_JJ growth_NN forecasts_NNS for_IN the_DT east_JJ asia_NN and_CC pacific_JJ region_NN on_IN monday_NN and_CC said_VBD there_EX was_VBD a_DT risk_NN the_DT slowdow_NN'
negative,'so_RB rings_NNS define_VB talent_NN nowadays_RB rt_VB USER_NNP USER_NNP USER_NNP none_NN of_IN those_DT guys_NNS you_PRP named_VBD got_VBD 3_CD rings_NNS and_CC a_DT finals_NNS mvp_.'
negative,'USER_NNP yeah_NN xmas_VBZ eve_RB 2011_CD rabbit_NN your_PRP$ girl_NN is_VBZ a_DT rabbit_NN or_CC dragon_VB me_PRP and_CC hubby_JJ are_VBP lao_RB lang_VBG liao_NN so_RB need_VBP to_TO jia_VB you_PRP for_IN 2014_CD lol_NN'
negative,'metropcs_NNS first_JJ to_TO market_NN with_IN 4g_JJ rich_JJ communication_NN services_NNS metropcs_NNS may_MD not_RB be_VB the_DT largest_JJS wireless_JJ carrier_NN URL_.'
positive,'ios5_PRP is_VBZ nice_JJ and_CC as_IN it_PRP had_VBD to_TO be_VB thanks_NNS USER_IN'
positive,'remember_VB cupid_JJ at_IN convo_NN last_JJ year_NN with_IN the_DT bomb_NN candy_NN bar_NN if_IN you_PRP liked_VBD that_IN you_PRP \'ll_MD love_VB next_JJ tuesday_NN \'s_POS tr_NN URL_.'
negative,'both_CC the_DT nexus_JJ 4_CD and_CC nexus_JJ 10_CD feel_VBP much_RB better_JJR than_IN i_IN expected_VBN and_CC this_DT is_VBZ coming_VBG from_IN someone_NN tired_VBN of_IN 10_CD android_NN tabs_NNS'
negative,'knicks_NNS vs_JJ pacers_NNS in_IN the_DT 2nd_NNP round_NN of_IN association_NN mode_NN upset_VBN the_DT 1_CD bulls_NNS'
negative,'indian_JJ air_NN force_NN may_MD not_RB go_VB with_IN israel_NN a_DT second_JJ time_NN URL_.'
negative,'semi_NN finals_NNS tomorrow_NN are_VBP going_VBG to_TO be_VB gay_JJ'
negative,'USER_NN you_PRP facebook_VBP twitter_RB and_CC the_DT tv_NN are_VBP all_DT distractions_NNS whenever_WRB i_FW wanna_VB study_NN'
negative,'is_VBZ the_DT game_NN this_DT friday_NN against_IN pottstown_NN'
positive,'thinking_VBG thursday_IN your_PRP$ affectionate_JJ worship_NN will_MD lead_VB you_PRP into_IN effective_JJ warfare_NN narda_DT goodson_NN 2012_CD narda_NN \'s_POS nuggets_NNS'
positive,'glittery_NN nails_NNS here_RB i_IN come_VBN three_CD of_IN the_DT polishes_NNS from_IN the_DT wonderland_NN collection_NN USER_NNP URL_NNP'
negative,'i_FW will_MD not_RB be_VB able_JJ to_TO handle_VB harry_NN \'s_POS voice_NN in_IN kiss_NN you_PRP and_CC i_PRP may_MD not_RB survive_VB after_IN hearing_VBG all_PDT the_DT songs_NNS on_IN take_VBP me_PRP home_NN in_IN their_PRP$ entirety_NN'
negative,'removing_VBG all_DT USER_NNP shit_NN'
positive,'nytimes_NNS coach_NN wants_VBZ to_TO see_VB you_PRP and_CC bring_VB your_PRP$ ipad_NN URL_IN ipad_NN USER_NNP set_VBD red_JJ 42_CD red_JJ 42_CD hut_NN hut_NN USER_NNP wish_NN i_VBP had_VBN an_DT ipad_NN'
positive,'tomorrow_NN is_VBZ going_VBG to_TO be_VB a_DT fun_NN filled_VBN day_NN of_IN emailing_VBG people_NNS on_IN how_WRB and_CC what_WP to_TO do_VB so_RB i_PRP can_MD come_VB back_RB to_TO murray_NN in_IN the_DT spring_NN stressful_JJ'
positive,'the_DT grey_JJ huhuhuhu_JJ fuckingawesome_JJ btwftr_NN 670_CD i_NN \'m_VBP going_VBG to_TO sleep_VB i_PRP need_VB it_PRP tomorrow_RB i_IN \'ve_VBP to_TO work_VB'
negative,'i_PRP have_VBP to_TO go_VB to_TO chapel_NN hill_NN tomorrow_NN and_CC the_DT usps_NNS still_RB has_VBZ n\'t_RB contacted_VBN me_PRP or_CC found_VBN my_PRP$ damn_JJ speech_NN processors_NNS i_IN hate_NN the_DT usps_NNS'
positive,'good_JJ luck_NN to_TO infinity_NN \'s_POS iain_NN veitch_NN who_WP competes_VBZ in_IN the_DT taiwan_NN ironman70_NN 3_CD on_IN saturday_NN'
negative,'i_PRP just_RB need_VBP to_TO chill_VB ca_MD n\'t_RB wait_VB to_TO unleash_VB some_DT aggression_NN at_IN black_JJ dahlia_NNS murder_NN tomorrow_NN gonnaendalife_NN'
negative,'on_IN hold_NN for_IN another_DT half_NN hour_NN phone_NN is_VBZ ringing_VBG but_CC no_DT one_NN is_VBZ picking_VBG up_RP USER_IN you_PRP stink_VB'
negative,'USER_NNP USER_NNP y_RB \'all_DT tryna_NN fuck_VB with_IN chapel_NN hill_NN tomorrow_NN night_NN'
positive,'happy_JJ valentine_NN \'s_POS day_NN USER_NNP everyday_JJ is_VBZ the_DT 14th_JJ'
positive,'hai_VB USER_NNP please_VB hear_VB me_PRP d_VBN we_PRP want_VBP avril_NN \'s_POS new_JJ single_JJ maybe_RB just_RB teaser_NN 1st_IN it_PRP \'ll_MD oke_VB for_IN me_PRP'
negative,'the_DT fact_NN that_IN hunter_NN hayes_NNS and_CC carrie_NN underwood_NN are_VBP gonna_VBG be_VB here_RB saturday_. and_CC i_PRP \'m_VBP not_RB going_VBG what_WP notokay_RB'
positive,'i_NN will_MD consider_VB arsenal_JJ to_TO have_VB the_DT potential_JJ to_TO win_VB premier_JJ league_NN this_DT season_NN if_IN only_RB they_PRP beat_VBP manchester_JJ united_VBN tomorrow_NN'
positive,'just_RB watched_VBD dream_NN high_JJ 2_CD episode_NN 1_CD i_NN \'ll_MD watch_VB it_PRP tomorrow_NN for_IN next_JJ episode_NN d_CC'
positive,'USER_NNP fancy_NN going_VBG to_TO the_DT leonard_NN cohen_NN concert_NN with_IN me_PRP n_RB my_PRP$ madre_JJ november_NN 9_CD it_PRP should_MD be_VB heavenly_RB'
positive,'okay_JJ okay_JJ saturday_NN ot_RB just_RB became_VBD worth_JJ it_PRP someone_NN came_VBD with_IN porto_NN \'s_POS cheese_NN rolls_NNS yum_NN'
negative,'not_RB here_RB in_IN the_DT east_JJ though_IN moon_NN jupiter_NN capella_NN light_NN up_RP evening_NN sky_NN on_IN november_NN 1_CD tonight_NN earthsky_NN URL_.'
positive,'congrats_NNS to_TO USER_NNP as_IN mizzou_CD beats_NNS kentucky_JJ 2_CD 1_CD tigers_NNS advance_NN to_TO face_VB top_JJ seed_NN florida_NN in_IN the_DT semis_NN on_IN friday_NN at_IN 6_CD 30_CD pm_NN mizsec_NN'
negative,'USER_IN the_DT reservation_NN system_NN not_RB working_VBG shows_NNS no_DT products_NNS avail_NN let_VB alone_RB iphone_IN 4s_JJ i_NN had_VBD the_DT site_NN open_JJ in_IN 3_CD browsers_NNS at_IN 9_CD pm_NN and_CC nothing_NN'
negative,'i_PRP \'m_VBP gonna_VBN hit_VBD the_DT victor_NN cruz_NN if_IN my_PRP$ classes_NNS get_VBP cancelled_VBN tomorrow_NN'
negative,'microsoft_JJ has_VBZ frozen_VBN some_DT xbox_NN live_JJ xbl_NN accounts_NNS after_IN online_JJ gamers_NNS report_VBP they_PRP have_VBP been_VBN hacked_VBN URL_.'
negative,'gotta_VBN say_VBP the_DT USER_NNP itouch_IN iphone_NN shuffle_NN etc_FW sound_JJ quality_NN is_VBZ awful_JJ painfully_RB crap_NN its_PRP$ been_VBN a_DT downgrade_NN from_IN USER_NNP sound_JJ quality_NN wise_JJ'
positive,'hi_PRP memi_NN thanks_NNS for_IN agreeing_VBG to_TO lead_VB at_IN sag_NN would_MD you_PRP be_VB available_JJ for_IN a_DT sun_NN any_DT sun_NN in_IN dec_NN rather_RB than_IN nov_NNS 4th_JJ i_IN just_RB learned_VBN'
negative,'USER_NNP what_WP \'s_POS the_DT point_NN of_IN icloud_JJ wireless_JJ updates_NNS when_WRB ios5_PRP now_RB forces_VBZ me_PRP to_TO use_VB the_DT computer_NN to_TO charge_VB my_PRP$ ipod_JJ touch_NN now_RB worstupdateever_.'
negative,'reader_NN \'tronman\'_RB compares_VBZ steveballmer_JJR to_TO an_DT albatross_NN around_IN microsoft_NN \'s_POS neck_NN do_VBP you_PRP agree_VB join_VB the_DT discussion_NN URL_.'
negative,'and_CC i_NN never_RB had_VBD a_DT good_JJ time_NN while_IN sat_VBN by_IN your_PRP$ bedside_NN with_IN papers_NNS and_CC poetry_NN about_IN estella_NN'
negative,'not_RB convinced_VBN by_IN the_DT haye_NN v_NN chisora_NN fight_NN USER_NNP park_NN on_IN saturday_NN personally_RB i_VBZ \'d_MD rather_RB have_VB seen_VBN carlton_NN cole_NN v_NN emile_NN heskey_NN'
positive,'USER_NNP december_NN 29th_WDT will_MD show_VB all_PDT the_DT louisville_JJ fans_NNS that_IN kentucky_JJ is_VBZ the_DT best_JJS'
positive,'USER_NNP jean_NN tomorrow_NN is_VBZ free_JJ kissing_VBG day_NN nothing_NN just_RB wanna_VB tell_VB you_PRP that_IN'
positive,'bears_NNS announced_VBD that_IN they_PRP cut_VBD former_JJ first_JJ round_NN pick_NN chris_NN williams_NNS also_RB signed_VBD cb_NN zack_NN bowman_NN'
positive,'the_DT samsung_JJ galaxy_NN nexus_NN and_CC ice_NN cream_NN sandwich_NN are_VBP sick_JJ android_CC icecreamsandwich_JJ google_NN'
negative,'USER_NNP USER_NNP id_VBD lost_VBN interest_NN in_IN bioshock_NN infinite_JJ with_IN delays_NNS etc_FW i_FW think_VBP i_PRP may_MD be_VB drawn_VBN back_RB in_IN a_DT bit_NN URL_.'
negative,'first_JJ thing_NN on_IN google_NN \'s_POS to_TO do_VB list_NN hire_VB a_DT performance_NN coach_NN'
negative,'i_PRP feel_VBP all_DT alone_RB on_IN twitter_NN itstolate_.'
positive,'microsoft_JJ explains_VBZ new_JJ improvements_NNS in_IN windows_NNS 8_CD start_NN screen_NN search_NN URL_NNP buildingwindows8_CC USER_NNP tech_NN microsoft_.'
negative,'i_PRP can_MD talk_VB about_IN malcolm_NN x_NN all_DT day_NN like_IN when_WRB i_FW got_VBD kicked_VBN outta_RP school_NN in_IN 8th_JJ and_CC 9th_JJ grade_NN for_IN being_VBG too_RB radical_JJ about_IN black_JJ panthers_NNS'
negative,'a_DT 19th_JJ journo_NN murdered_VBN in_IN somalia_DT tokyo_NN 2020_CD unveils_NNS stadium_NN design_NN rivals_NNS why_WRB madrid_VBD says_VBZ it_PRP needs_VBZ 2020_CD olympics_NNS URL_.'
positive,'USER_NNP team_NN heey_IN i_PRP \'m_VBP super_JJ pumped_VBN for_IN delena_NN \'s_POS ep_NN 2nite_IN so_IN your_PRP$ from_IN poland_NN i_IN \'m_VBP from_IN the_DT us_PRP how_WRB old_JJ are_VBP you_PRP i_IN \'ll_MD be_VB 21_CD in_IN jan_NN'
positive,'gonna_VBG ride_NN the_DT love_NN train_NN tomorrow_NN dig_VB it_PRP soul_NN train_VB ojays_RB bad_JJ ass_NN do_VBP it_PRP URL_.'
positive,'rt_NN USER_IN we_PRP \'re_VBP one_CD of_IN a_DT few_JJ featured_JJ education_NN apps_NNS on_IN the_DT USER_NNP website_NN today_NN sweet_JJ URL_.'
negative,'microsoft_JJ lync_NN crash_NN issue_NN on_IN mac_NN os_NNS x_SYM 10_CD 7_CD 2_CD fixed_VBN URL_.'
negative,'screened_VBN by_IN reprisk_NN –_IN microsoft_JJ will_MD undergo_VB trial_NN for_IN its_PRP$ alleged_JJ anti_JJ competitive_JJ practices_NNS USER_.'
negative,'cba_NN with_IN work_NN tomorrow_NN boring_NN blag_NN'
negative,'as_IN previously_RB said_VBD the_DT oilers_NNS will_MD indeed_RB announce_VB the_DT gagner_NN signing_VBG within_IN 48_CD hrs_NNS as_IN per_IN a_DT very_RB connected_JJ edmonton_NN source_NN msm_NN clueless_.'
positive,'i_PRP still_RB have_VBP a_DT lot_NN of_IN candy_NN left_VBD anyone_NN want_VB tomorrow_NN \'_\'\''
positive,'rt_NN USER_NNP lavoy_NN the_DT nice_JJ guy_NN at_IN the_DT USER_NNP store_NN replaced_VBD my_PRP$ phone_NN gratis_NN when_WRB i_FW showed_VBD him_PRP the_DT hairline_NN crack_NN on_IN the_DT screen_NN thanks_NNS USER_.'
positive,'dad_NN what_WP are_VBP you_PRP going_VBG to_TO do_VB in_IN athens_NNS tomorrow_RB me_PRP nothing_NN dad_NN oh_UH ok_UH have_VBP fun_NN i_RB like_IN my_PRP$ father_NN'
positive,'USER_NNP nick_NN diaz_NN is_VBZ da_WRB best_JJS smoke_NN weed_VBD every_DT day_NN and_CC drop_VB out_IN of_IN school_NN in_IN 6th_JJ grade_NN fuck_NN yeah_NN'
negative,'total_JJ chaos_NN at_IN USER_NNP store_NN regent_JJ street_NN like_IN an_DT ethiopian_JJ feeding_NN station_NN ca_MD n\'t_RB believe_VB this_DT is_VBZ same_JJ co_NN that_WDT makes_VBZ all_DT that_IN cool_JJ shit_NN'
positive,'the_DT fact_NN that_IN we_PRP are_VBP going_VBG to_TO be_VB sophia_NN grace_NN and_CC rosie_NN at_IN the_DT studio_NN on_IN tuesday_NN makes_VBZ me_PRP soo_RB happy_JJ USER_NNP accents_NNS cuties_NNS'
negative,'people_NNS getting_VBG off_RP caltrain_NN at_IN 4th_JJ and_CC king_NN for_IN the_DT sfgiants_NNS parade_NN are_VBP already_RB pretty_RB wasted_VBD at_IN least_JJS they_PRP did_VBD n\'t_RB drive_VB in_IN i_NN guess_NN'
negative,'android_NN ice_NN cream_NN sandwich_NN \'s_POS face_NN unlock_NN fails_VBZ to_TO perform_VB recognition_NN when_WRB demo\'ed_VBN on_IN stage_NN d_JJ google_NN nexus_NN URL_.'
positive,'just_RB found_VBD out_RP that_IN the_DT boys_NNS will_MD be_VB on_IN ellen_JJ on_IN november_NN 9th_JJ ahhh_NN so_RB happy_JJ \'_\'\''
negative,'ice_NN cream_NN sandwich_NN really_RB google_JJ'
positive,'what_WP i_PRP think_VBP about_IN androidicecreamsandwich_DT thats_IN the_DT most_RBS delicious_JJ piece_NN of_IN sandwich_NN ever_RB get_VB me_PRP it_PRP real_JJ fast_RB google_NN'
negative,'USER_NNP siri_NN is_VBZ down_RB'
negative,'fancy_NN this_DT USER_NNP URL_.'
positive,'who_WP \'s_POS watching_VBG rhom_NN it_PRP \'s_VBZ on_IN now_RB'
negative,'yesterday_NN the_DT nhl_JJ cancelled_JJ games_NNS up_IN to_TO november_NN 1st_IN the_DT winter_NN classic_NN and_CC all_DT star_NN game_NN could_MD be_VB in_IN jeopardy_NN soon_RB'
negative,'trayvon_NN my_PRP$ daily_JJ tweet_NN s_VBZ 10_CD 17_CD and_CC 10_CD 18_CD in_IN memory_NN of_IN trayvon_NN martin_NN killed_VBN 236_CD days_NNS ago_RB may_MD you_PRP rest_VB in_IN peace_NN love_NN to_TO the_DT family_NN'
negative,'well_RB the_DT beard_NN has_VBZ come_VBN off_RP for_IN the_DT first_JJ time_NN in_IN 4_CD years_NNS movember_NN pic_NN twitter_NN com_NN mzpuanzz_NN'
negative,'acta_NN gets_VBZ the_DT ax_NN wrote_VBD about_IN him_PRP and_CC other_JJ managers_NNS on_IN the_DT hot_JJ seat_NN on_IN tuesday_JJ URL_NN'
positive,'siri_NN now_RB knows_VBZ who_WP my_PRP$ dad_NN mom_NN brother_NN and_CC girlfriend_NN is_VBZ thanks_NNS USER_IN'
positive,'who_WP else_RB is_VBZ excited_VBN to_TO see_VB the_DT boys_NNS on_IN startalk_NN tomorrow_NN'
negative,'the_DT first_JJ thing_NN i_PRP do_VBP when_WRB i_PRP get_VBP home_NN is_VBZ either_RB get_VB on_IN facebook_NN or_CC twitter_VB what_WP is_VBZ wrong_JJ with_IN me_PRP'
positive,'when_WRB people_NNS complain_VBP about_IN their_PRP$ relationships_NNS some_DT of_IN us_PRP do_VBP n\'t_RB even_RB have_VB someone_NN else_RB so_RB shut_VBN up_IN'
negative,'i_PRP \'m_VBP not_RB even_RB gonna_VBN bother_VB watching_VBG eurosong_RB tonight_RB saw_VBD enough_RB of_IN it_PRP on_IN tuesday_VBG'
negative,'USER_NNP bill_NN murdoch_NN may_MD have_VB apologize_NN for_IN saying_VBG what_WP he_PRP said_VBD but_CC he_PRP has_VBZ n\'t_RB changed_VBD his_PRP$ view_NN on_IN the_DT matter_NN'
negative,'if_IN USER_NNP does_VBZ n\'t_RB fix_VB ios5_IN this_DT week_NN i_PRP \'m_VBP buying_VBG a_DT droid_NN emptythreats_NNS'
negative,'wow_JJ icloud_NN \'s_POS mail_NN is_VBZ down_IN 1st_IN the_DT ios_NNS 5_CD upgrade_NN issues_NNS and_CC now_RB this_DT i_NN really_RB hope_VBP this_DT is_VBZ n\'t_RB USER_NNP without_IN steve_NN jobs_NNS'
negative,'terrible_JJ play_NN call_NN on_IN 2nd_NNP and_CC 7_CD victor_NN cruz_NN on_IN a_DT slant_NN te_NN nicks_NNS sideline_NN how_WRB about_IN any_DT of_IN those_DT'
negative,'i_PRP made_VBD a_DT reservation_NN and_CC yet_RB i_PRP still_RB have_VBP to_TO wait_VB in_IN line_NN humpt_NN oh_UH USER_NNP USER_NNP store_NN w_NN 2_CD others_NNS URL_.'
negative,'attn_IN runway_NN class_NN for_IN tonight_NN nov_NN 1st_PRP is_VBZ cancelled_VBN sorry_JJ for_IN the_DT inconvenience_NN it_PRP will_MD be_VB rescheduled_VBN for_IN next_JJ URL_NN'
